-0.000000 -0.000804 0.016113 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.004823 0.012839 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.008842 0.006619 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.012861 0.001092 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.016880 0.000669 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.020900 0.000068 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.024919 0.000055 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.028938 0.000045 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.032957 0.000037 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.036976 0.000031 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.040995 0.000027 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.045014 0.000023 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000000 -0.049034 0.000020 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.053053 0.000017 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.057072 0.000016 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.061091 0.000014 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.065110 0.000013 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.069129 0.000013 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.073148 0.000012 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.077167 0.000011 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.081186 0.000011 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.085205 0.000010 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.089224 0.000010 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
-0.000001 -0.093243 0.000010 0.082549 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 0.085000 
